year,quarter,ydec,wjsi_q,wjsi_q_ma4,composite,openings_z,quits_z,layoffs_z,labor_share_z,union_z,tenure_z,openings_rate,quits_rate,layoffs_rate,labor_share,union_rate,median_tenure,union_interpolated,tenure_interpolated,covid_flag
2006,4,2006.75,102.49312298011056,101.15265234821756,-0.12522025705137704,0.31263609673366743,0.5360531305716737,-0.011610532487250863,-0.6341990881960801,-0.47295805621042114,-0.4812430927198513,3.266666666666667,2.2,1.3666666666666665,104.823,12.05,4.0375,True,True,False
2007,1,2007.0,102.57396645830299,101.77245059595195,-0.12338663746460543,0.23362107649769429,0.3492750362958289,-0.011610532487250863,-0.4018691076838116,-0.46352303119671345,-0.44621326621337987,3.3666666666666667,2.1333333333333333,1.3666666666666665,106.073,12.075,4.05,True,True,False
2007,2,2007.25,100.90692464575591,100.8541263353561,-0.1611969913459436,0.259959416576352,0.3492750362958289,-0.10092232085071601,-0.610222634207213,-0.4540880061830051,-0.41118343970690846,3.3333333333333335,2.1333333333333333,1.4000000000000001,104.952,12.1,4.0625,False,True,False
2007,3,2007.5,97.44249125725493,100.10973537498627,-0.23977417605218834,0.33897443681232586,0.1624969420199853,-0.36885768594110846,-0.7693222048620134,-0.42578293114188,-0.37615361320043955,3.233333333333333,2.066666666666667,1.5,104.096,12.175,4.074999999999999,True,True,False
2007,4,2007.75,99.51555913863125,100.19372396298276,-0.192754701420588,0.33897443681232586,0.06910789488206223,-0.10092232085071481,-0.7250865765724775,-0.39747785610075553,-0.34112378669396815,3.233333333333333,2.033333333333333,1.3999999999999997,104.334,12.25,4.0874999999999995,True,True,False
2008,1,2008.0,102.90992081028895,100.10503456452683,-0.11576682082835847,0.47066613720561473,0.06910789488206223,-0.10092232085071481,-0.45818589495998496,-0.3691727810596311,-0.3060939601874968,3.0666666666666664,2.033333333333333,1.3999999999999997,105.77,12.325,4.1,True,False,False
2008,2,2008.25,100.55216705193222,100.28413264572511,-0.16924328632403504,0.6550345177562191,-0.11767019939378137,-0.27954589757764453,-0.7314059520424124,-0.3408677060185059,-0.20100448066808507,2.8333333333333335,1.9666666666666668,1.4666666666666668,104.3,12.4,4.137499999999999,False,True,False
2008,3,2008.5,98.15888358204803,99.04560140476718,-0.22352560501190008,0.8920795784641395,-0.5846154350833923,-0.45816947430457244,-0.7442305669666901,-0.3503027310322143,-0.0959150011486709,2.533333333333333,1.8,1.5333333333333332,104.231,12.375,4.175,True,True,False
2008,4,2008.75,94.56143417479952,94.71528547587498,-0.30511974028463806,1.0501096189360861,-1.1449497179109256,-0.9940402044853586,-0.39127486057245175,-0.359737756045922,0.009174478370743278,2.3333333333333335,1.5999999999999999,1.7333333333333334,106.13,12.350000000000001,4.2125,True,True,False
2009,1,2009.0,85.58865709472018,91.33717781171435,-0.5086322581727146,1.3134930197226644,-1.5185059064626134,-1.440599146302679,-1.1512726928241839,-0.36917278105963036,0.11426395789015496,2.0,1.4666666666666668,1.8999999999999997,102.041,12.325000000000001,4.25,True,True,False
2009,2,2009.25,87.0397363952897,88.72819405514343,-0.4757201731539305,1.4451847201159536,-1.9854511421522243,-1.172663781212287,-0.9821364670112532,-0.37860780607333877,0.21935343740956667,1.8333333333333333,1.3,1.8,102.951,12.3,4.2875,False,True,False
2009,3,2009.5,87.72294855576433,87.87127712655341,-0.4602241649739615,1.4715230601946112,-2.1722292364280684,-0.81541662775843,-1.1533171966526912,-0.4163479061281716,0.32444291692898086,1.8,1.2333333333333334,1.6666666666666667,102.03,12.200000000000001,4.325,True,True,False
2009,4,2009.75,91.13376646043942,89.26162092312248,-0.3828630387982935,1.4188463800372957,-1.7986730478763806,-0.547481262668037,-1.34531469254803,-0.45408800618300443,0.429532396448395,1.8666666666666665,1.3666666666666665,1.5666666666666667,100.997,12.100000000000001,4.362500000000001,True,True,False
2010,1,2010.0,91.15003228099643,90.87188381633209,-0.3824941119802607,1.2871546796440068,-1.7986730478763806,-0.19023410921417996,-1.636005964164979,-0.4918281062378379,0.5346218759678067,2.033333333333333,1.3666666666666665,1.4333333333333333,99.433,12.0,4.4,True,False,False
2010,2,2010.25,93.48078796812817,91.68655246561886,-0.3296299926293823,1.1291246391720597,-1.5185059064626134,-0.10092232085071601,-1.562589690323103,-0.5295682062926708,0.6046815289807494,2.2333333333333334,1.4666666666666668,1.4000000000000001,99.828,11.9,4.425000000000001,False,True,False
2010,3,2010.5,90.98162315291141,92.05361838990126,-0.38631381745004295,1.1291246391720597,-1.6118949536005358,-0.36885768594110846,-1.6019928550179843,-0.5390032313063791,0.6747411819936898,2.2333333333333334,1.4333333333333333,1.5,99.616,11.875,4.45,True,True,False
2010,4,2010.75,92.602030157569,93.42819292526985,-0.3495611926407764,1.0237712788574285,-1.6118949536005358,-0.011610532487250863,-1.6939955273008434,-0.5484382563200868,0.7448008350066301,2.3666666666666667,1.4333333333333333,1.3666666666666665,99.121,11.850000000000001,4.475,True,True,False
2011,1,2011.0,96.64833042247083,93.32276656299712,-0.2577866229961595,1.0237712788574285,-1.5185059064626134,-0.011610532487250863,-1.2973617845702987,-0.5578732813337952,0.8148604880195729,2.3666666666666667,1.4666666666666668,1.3666666666666665,101.255,11.825000000000001,4.5,True,True,False
2011,2,2011.25,93.05908251903722,94.07187585650763,-0.33919473908253567,0.944756258621455,-1.5185059064626134,-0.19023410921417996,-1.5887965121248877,-0.5673083063475035,0.8849201410325157,2.466666666666667,1.4666666666666668,1.4333333333333333,99.687,11.8,4.525,False,True,False
2011,3,2011.5,93.97806032695345,93.63650883123263,-0.318351305003747,0.7867262181495084,-1.4251168593246917,-0.10092232085071481,-1.5112912306259947,-0.6144834314160448,0.954979794045456,2.6666666666666665,1.5,1.3999999999999997,100.104,11.675,4.55,True,True,False
2011,4,2011.75,90.86056205646902,93.29027110972353,-0.38905961714342663,0.7603878780708506,-1.4251168593246917,-0.10092232085071481,-1.9320872913298144,-0.6616585564845859,1.0250394470583963,2.6999999999999997,1.5,1.3999999999999997,97.84,11.55,4.574999999999999,True,True,False
2012,1,2012.0,95.26337953643441,93.23028631791621,-0.28919884236293103,0.7077111979135345,-1.2383387650488473,0.0777012558762131,-1.6685321614366986,-0.7088336815531271,1.095099100071339,2.766666666666667,1.5666666666666667,1.3333333333333333,99.258,11.425,4.6,True,False,False
2012,2,2012.25,92.81914335180797,92.72252383104492,-0.34463682503062004,0.6813728578348776,-1.1449497179109243,-0.19023410921417996,-1.753100274343164,-0.7560088066216684,1.095099100071339,2.7999999999999994,1.6000000000000003,1.4333333333333333,98.803,11.3,4.6,False,True,False
2012,3,2012.5,91.94701037946831,93.83280114359982,-0.36441776637687334,0.7077111979135345,-1.5185059064626134,0.0777012558762131,-1.7925034390380454,-0.7560088066216684,1.095099100071339,2.766666666666667,1.4666666666666668,1.3333333333333333,98.591,11.3,4.6,True,True,False
2012,4,2012.75,95.30167130668859,94.51705739079867,-0.28833034262095936,0.6813728578348768,-1.4251168593246917,-0.011610532487250863,-1.313717815198361,-0.7560088066216684,1.095099100071339,2.8000000000000003,1.5,1.3666666666666665,101.167,11.3,4.6,True,True,False
2013,1,2013.0,98.00040452522981,95.41266904831096,-0.22712008547182508,0.6286961776775614,-0.9581716236350807,0.3456366209666056,-1.7179719812897076,-0.7560088066216684,1.095099100071339,2.8666666666666667,1.6666666666666667,1.2333333333333334,98.992,11.3,4.6,True,True,False
2013,2,2013.25,96.40158998185714,96.33100532100812,-0.2633829693542549,0.5496811574415879,-1.0515606707730025,0.16701304423967706,-1.5845216404834628,-0.7560088066216684,1.095099100071339,2.966666666666667,1.6333333333333335,1.3,99.71,11.3,4.6,False,True,False
2013,3,2013.5,95.62035547025694,96.52288365334198,-0.28110223297775466,0.6286961776775614,-0.864782576497159,0.0777012558762131,-1.8484484983453973,-0.7748788566490851,1.095099100071339,2.8666666666666667,1.7,1.3333333333333333,98.29,11.25,4.6,True,True,False
2013,4,2013.75,96.06918463602405,96.86526292665047,-0.2709222906018691,0.5760194975202456,-0.864782576497159,0.3456366209666056,-1.983757478995744,-0.7937489066765019,1.095099100071339,2.9333333333333336,1.7,1.2333333333333334,97.562,11.2,4.6,True,True,False
2014,1,2014.0,99.36992161846374,96.48183769616588,-0.1960579216124804,0.4970044772842725,-0.6780044822213147,0.2563248326031416,-1.5341525007084027,-0.8126189567039179,1.095099100071339,3.033333333333333,1.7666666666666666,1.2666666666666666,99.981,11.15,4.6,True,False,False
2014,2,2014.25,94.86788905991878,96.22013325216268,-0.2981690042156249,0.259959416576352,-0.5846154350833923,0.2563248326031416,-1.8441736267039723,-0.8314890067313346,0.954979794045456,3.3333333333333335,1.8,1.2666666666666666,98.313,11.1,4.55,False,True,False
2014,3,2014.5,94.57353769424417,95.85016620179098,-0.304845219063894,0.12826771618306307,-0.3044482936696256,0.3456366209666056,-1.981898839151645,-0.8314890067313346,0.8148604880195729,3.5,1.9000000000000001,1.2333333333333334,97.572,11.1,4.5,True,True,False
2014,4,2014.75,94.58931643453728,94.63351103237153,-0.30448733976548986,0.1809443963403785,-0.3978373408075487,0.2563248326031416,-1.7096081019912657,-0.8314890067313346,0.6747411819936898,3.4333333333333336,1.8666666666666665,1.2666666666666666,99.037,11.1,4.45,True,True,False
2015,1,2015.0,94.50330094078593,93.95450224855166,-0.3064382663910478,-0.0034239842102258395,-0.11767019939378137,0.16701304423967706,-1.5876813282184288,-0.8314890067313346,0.5346218759678067,3.6666666666666665,1.9666666666666668,1.3,99.693,11.1,4.4,True,True,False
2015,2,2015.25,92.15185392463928,93.27084353507882,-0.3597716879912398,-0.05610066436754127,-0.30444829366962683,0.2563248326031416,-1.6174195657239985,-0.8314890067313346,0.3945025699419211,3.733333333333333,1.8999999999999997,1.2666666666666666,99.533,11.1,4.35,False,True,False
2015,3,2015.5,91.8389028403528,92.71957110008424,-0.3668697650492718,-0.1351156846035151,-0.11767019939378137,0.2563248326031416,-1.5899116960313466,-0.8692291067861675,0.25438326391603805,3.8333333333333335,1.9666666666666668,1.2666666666666666,99.681,11.0,4.3,True,True,False
2015,4,2015.75,92.38422669455895,91.41496802378015,-0.3545012163108536,-0.16145402468217282,0.06910789488206223,0.2563248326031416,-1.4982807517173062,-0.906969206841001,0.11426395789015496,3.8666666666666667,2.033333333333333,1.2666666666666666,100.174,10.899999999999999,4.25,True,True,False
2016,1,2016.0,89.28488863556956,91.33971191216133,-0.42479763474875565,-0.266807384996804,0.06910789488206223,0.16701304423967706,-1.5475347075859072,-0.9447093068958338,-0.025855348135728116,4.0,2.033333333333333,1.3,99.909,10.799999999999999,4.2,True,False,False
2016,2,2016.25,91.85082947816404,91.40648036582039,-0.36659925569979834,-0.16145402468217282,0.2558859891579071,0.3456366209666056,-1.631359364554735,-0.9824494069506666,-0.025855348135728116,3.8666666666666667,2.1,1.2333333333333334,99.458,10.7,4.2,False,True,False
2016,3,2016.5,92.10597665498904,91.53844843760706,-0.3608122352573792,-0.18779236476083053,0.2558859891579071,0.4349484093300701,-1.6596106901850272,-0.9824494069506666,-0.025855348135728116,3.9,2.1,1.2,99.306,10.7,4.2,True,True,False
2016,4,2016.75,92.91209898170561,92.87369900166095,-0.3425284884338778,-0.16145402468217282,0.2558859891579071,0.524260197693534,-1.6655583376861405,-0.9824494069506666,-0.025855348135728116,3.8666666666666667,2.1,1.1666666666666667,99.274,10.7,4.2,True,True,False
2017,1,2017.0,94.62589089178508,93.11965364928868,-0.3036577905837307,-0.10877734452485739,0.4426640834337507,0.4349484093300701,-1.5824771366549528,-0.9824494069506666,-0.025855348135728116,3.8000000000000003,2.1666666666666665,1.2,99.721,10.7,4.2,True,True,False
2017,2,2017.25,92.83464806867504,92.89622715132282,-0.34428516088688843,-0.24046904491814597,0.3492750362958289,0.3456366209666056,-1.5118488225792241,-0.9824494069506666,-0.025855348135728116,3.9666666666666663,2.1333333333333333,1.2333333333333334,100.101,10.7,4.2,False,True,False
2017,3,2017.5,91.21227066312552,93.08202124019257,-0.3810824765698042,-0.3458224052327772,0.3492750362958289,0.2563248326031416,-1.5190975179712072,-1.0013194569780834,-0.025855348135728116,4.1,2.1333333333333333,1.2666666666666666,100.062,10.649999999999999,4.2,True,True,False
2017,4,2017.75,93.65527533718469,91.95417166418258,-0.3256724259251796,-0.3721607453114349,0.5360531305716737,0.4349484093300701,-1.506830495000159,-1.0201895070054994,-0.025855348135728116,4.133333333333333,2.2,1.2,100.128,10.6,4.2,True,True,False
2018,1,2018.0,90.11449258774508,91.82678610551159,-0.4059812986634678,-0.5038524457047241,0.3492750362958289,0.3456366209666056,-1.5620320983698734,-1.0390595570329155,-0.025855348135728116,4.3,2.1333333333333333,1.2333333333333334,99.831,10.55,4.2,True,False,False
2018,2,2018.25,92.32510583399107,91.9042848524411,-0.35584214288091087,-0.6618824861766711,0.8162202719854391,0.4349484093300701,-1.6055242707217716,-1.0579296070603323,-0.06088517464219951,4.5,2.3,1.2,99.597,10.5,4.1875,False,True,False
2018,3,2018.5,91.52226565084351,90.97756951624422,-0.37405144705462373,-0.7672358464913019,0.8162202719854391,0.4349484093300701,-1.5555268589155304,-1.076799657087749,-0.0959150011486709,4.633333333333333,2.3,1.2,99.866,10.45,4.175,True,True,False
2018,4,2018.75,89.9484139923972,92.13515414312937,-0.4097481450706517,-0.8725892068059335,0.8162202719854391,0.3456366209666056,-1.5211420217997143,-1.095669707115165,-0.1309448276551423,4.766666666666667,2.3,1.2333333333333334,100.051,10.4,4.1625,True,True,False
2019,1,2019.0,94.74483109528565,91.61935810670042,-0.30096009509029636,-0.7672358464913019,0.9096093191233622,0.613571986056998,-1.281191617926644,-1.1145397571425812,-0.1659746541616112,4.633333333333333,2.3333333333333335,1.1333333333333335,101.342,10.350000000000001,4.15,True,True,False
2019,2,2019.25,90.26192168827531,91.23186101359012,-0.4026374434455005,-0.7408975064126443,0.8162202719854391,0.3456366209666056,-1.5023697593743233,-1.1334098071699978,-0.2010044806680826,4.6,2.3,1.2333333333333334,100.152,10.3,4.1375,False,True,False
2019,3,2019.5,89.97227727840233,91.50098349588406,-0.4092068993251439,-0.6618824861766711,0.9096093191233622,0.3456366209666056,-1.7263358605881496,-1.0862346821014568,-0.23603430717455398,4.5,2.3333333333333335,1.2333333333333334,98.947,10.425,4.125,True,True,False
2019,4,2019.75,91.02490392157296,78.83716536815555,-0.38533216170089934,-0.5565291258620396,0.8162202719854391,0.3456366209666056,-1.60719704658146,-1.0390595570329155,-0.2710641336810254,4.366666666666666,2.3,1.2333333333333334,99.588,10.55,4.1125,True,True,False
2020,1,2020.0,44.08955858437164,67.63455075860936,-1.4498777558098503,-0.45117576554740874,0.4426640834337507,-6.26343571792975,-1.1293407426638242,-0.9918844319643744,-0.3060939601874968,4.233333333333333,2.1666666666666665,3.6999999999999997,102.159,10.675,4.1,True,False,True
2020,2,2020.25,45.451463250090555,67.60752700760379,-1.4189882502342226,-0.18779236476083053,-0.864782576497159,-5.459629622658572,-0.7509216704054437,-0.9447093068958331,-0.3060939601874968,3.9,1.7,3.4,104.195,10.8,4.1,False,True,True
2020,3,2020.5,89.86418227438,67.85668474147195,-0.41165861368775153,-0.6092058060193557,0.4426640834337507,0.524260197693534,-1.529691765082567,-0.9918844319643744,-0.3060939601874968,4.433333333333334,2.1666666666666665,1.1666666666666667,100.005,10.675,4.1,True,True,True
2020,4,2020.75,92.02153485704562,79.91080020568612,-0.36272746871978306,-0.7145591663339865,0.8162202719854404,0.0777012558762131,-1.0105736566259533,-1.0390595570329155,-0.3060939601874968,4.566666666666666,2.3000000000000003,1.3333333333333333,102.798,10.55,4.1,True,True,True
2021,1,2021.0,92.30602044122827,91.98180848008901,-0.3562750207181038,-1.2149876278284852,1.0963874133992058,0.7921955627839271,-1.4189168303743167,-1.0862346821014568,-0.3060939601874968,5.2,2.4,1.0666666666666667,100.601,10.425,4.1,True,True,True
2021,2,2021.25,93.73549634770217,92.7760010880993,-0.32385292459440607,-2.1368295305815086,1.9368888376405045,1.1494427162377845,-1.4531158035057221,-1.1334098071699978,-0.3060939601874968,6.366666666666667,2.6999999999999997,0.9333333333333332,100.417,10.3,4.1,False,True,True
2021,3,2021.5,93.04095270642114,93.07271873140894,-0.3396059433040839,-2.558242971840033,2.3104450261921943,1.0601309278743198,-1.391594824666073,-1.1522798571974147,-0.3060939601874968,6.8999999999999995,2.8333333333333335,0.9666666666666667,100.748,10.25,4.1,True,True,True
2021,4,2021.75,93.20840543028417,92.64710205305296,-0.3358079301408858,-2.663596332154665,2.4972231204680377,1.2387545046012485,-1.6099850063476073,-1.1711499072248315,-0.3060939601874968,7.033333333333334,2.9,0.9,99.573,10.2,4.1,True,True,True
2022,1,2022.0,90.60355372780435,90.84110180455313,-0.3948888505700405,-2.8216263726266115,2.403834073330116,1.2387545046012485,-1.6941813912852515,-1.1900199572522474,-0.3060939601874968,7.233333333333333,2.8666666666666667,0.9,99.12,10.15,4.1,True,False,False
2022,2,2022.25,86.51149535370286,89.32997550810582,-0.48770126478985554,-2.7162730123119805,2.3104450261921943,1.0601309278743198,-1.9954669100135627,-1.2088900072796642,-0.37615361320043955,7.1000000000000005,2.8333333333333335,0.9666666666666667,97.499,10.1,4.074999999999999,False,True,False
2022,3,2022.5,86.9964475206319,86.88468525187074,-0.4767020127560429,-2.3211979111321135,1.9368888376405045,1.0601309278743198,-1.871495632412216,-1.2183250322933725,-0.44621326621337987,6.6000000000000005,2.6999999999999997,0.9666666666666667,98.166,10.075,4.05,True,True,False
2022,4,2022.75,83.42724440534387,84.10541608634317,-0.557655490855803,-2.215844550817481,1.750110743364661,0.9708191395108556,-2.1069853006594506,-1.2277600573070804,-0.5162729192263227,6.466666666666666,2.6333333333333333,1.0,96.899,10.05,4.0249999999999995,True,True,False
2023,1,2023.0,79.48647706569407,82.63495733255743,-0.6470364569207859,-1.8734461297949307,1.2831655076750508,0.7028837744204632,-2.1712942392652472,-1.2371950823207887,-0.5863325722392629,6.033333333333334,2.466666666666667,1.0999999999999999,96.553,10.025,4.0,True,True,False
2023,2,2023.25,80.62966033855993,80.44133571066953,-0.62110779468031,-1.6627394091656678,1.1897764605371277,0.7921955627839271,-2.1428570496505444,-1.246630107334497,-0.6563922252522058,5.766666666666667,2.433333333333333,1.0666666666666667,96.706,10.0,3.9749999999999996,False,True,False
2023,3,2023.5,78.22196103308023,79.41307741347248,-0.6757170804791736,-1.4520326885364054,0.8162202719854391,0.7921955627839271,-2.22816861849465,-1.2560651323482055,-0.7264518782651472,5.5,2.3,1.0666666666666667,96.247,9.975,3.9499999999999997,True,True,False
2023,4,2023.75,79.31421121655566,78.95593834224063,-0.650943637093814,-1.2149876278284852,0.7228312248475174,0.8815073511473911,-2.2330010820893045,-1.2655001573619138,-0.7965115312780888,5.2,2.2666666666666666,1.0333333333333334,96.221,9.95,3.925,True,True,False
2024,1,2024.0,77.65792078076669,78.94153125195069,-0.6885101378474886,-1.1096342675138537,0.3492750362958289,0.8815073511473911,-2.1107025803476462,-1.2749351823756214,-0.8665711842910303,5.066666666666666,2.1333333333333333,1.0333333333333334,96.879,9.925,3.9,True,False,False
2024,2,2024.25,80.5720319774002,78.97174922463223,-0.6224148697114525,-0.740897506412645,0.3492750362958289,0.9708191395108556,-2.1627444959823943,-1.28437020738933,-0.8665711842910303,4.6000000000000005,2.1333333333333333,1.0,96.599,9.9,3.9,False,True,False
2024,3,2024.5,78.34283292380638,78.059848656606,-0.6729755721809026,-0.6092058060193557,0.1624969420199853,0.7028837744204626,-2.1525219768398562,-1.2749351823756214,-0.8665711842910303,4.433333333333334,2.066666666666667,1.1,96.654,9.925,3.9,True,True,False
2024,4,2024.75,75.66660894445069,79.31258332548701,-0.7336752948654556,-0.6618824861766711,-0.2110592465317038,0.7028837744204632,-2.099922469251878,-1.2655001573619138,-0.8665711842910303,4.5,1.9333333333333333,1.0999999999999999,96.937,9.95,3.9,True,True,False
2025,1,2025.0,82.6688594562908,79.24839237965803,-0.5748565011041092,-0.5565291258620403,0.1624969420199853,0.7028837744204632,-1.9270689637507492,-1.2560651323482055,,4.366666666666667,2.066666666666667,1.0999999999999999,97.867,9.975,,True,,False
2025,2,2025.25,80.31526819408424,78.94294703396555,-0.6282385565788228,-0.5301907857833819,0.1624969420199853,0.613571986056998,-2.1404408178532184,-1.246630107334497,,4.333333333333333,2.066666666666667,1.1333333333333335,96.719,10.0,,False,,False
2025,3,2025.5,77.12105154103646,79.82993130879856,-0.7006869265695359,-0.47751410562606644,-0.11767019939378137,0.613571986056998,-2.275192206550333,-1.246630107334497,,4.266666666666667,1.9666666666666668,1.1333333333333335,95.994,10.0,,True,,False
2025,4,2025.75,79.21454604378276,78.88362192630115,-0.653204153551065,-0.3721607453114349,-0.11767019939378137,0.7028837744204632,-2.232443490136075,-1.246630107334497,,4.133333333333333,1.9666666666666668,1.0999999999999999,96.224,10.0,,True,,False
